VPS 3.5 - List (VPX tables Only) -- Last updated: 09-02-2020	You can download this sheet for Personal Usage and use the Checkboxes to see which table(s) you do (or don't) have and leave Comments or Notes for yourself.								
Table Name (Manufacturer Year)	Feature(s) Description(s), comment(s) or extra information	Type 	VP Version	Table Author(s)	Table Version	Table Date	Needed ROM Name	Checkbox 	Comments or Notes 
Hot Hand (Stern 1979)		SS	VPX	Tom, Bord, BorgDog, Gtxjoe, Thalamus, 32assassin, Destruk, Jak54	1.0	28-04-2019	hothand	FALSE	
Hot Line (Williams 1966)		EM	VPX	-=Kees=-, Leon Spalding	1.00	29-06-2019		FALSE	
Hot Line (Williams 1966)	Fullscreen / Backglass (FS/B2S) MOD	EM	VPX	Loserman76, -=Kees=-	1.1	30-06-2019		FALSE	
Hot Shot (Gottlieb 1973)		EM	VPX	WED21, Zany, JPSalas, GTXJoe, Mfuegemann, Loserman78, GNance, Mike Farmer, Flupper, HauntFreaks	1.5	17-05-2018		FALSE	
Hot Shot (Gottlieb 1973)		EM	VPX	Loserman76, GNance, Mike Farmer, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	1.0	25-12-2017		FALSE	
Hot Shots (Gottlieb 1989)		SS	VPX	Shannon, Randr, Flupper, Bord, BorgDog, Rascal, Rothbauerw	1.0	16-07-2019	hotshots	FALSE	
Hot Shots (Gottlieb 1989)	VP8 to VPX Conversion	SS	VPX	Rascal, Dboyrecords, Destruk, MNPG	1.1	25-01-2019	hotshots	FALSE	
Hot Tip (Williams 1977)		SS	VPX	Schreibi34, Herweh, 32assassin, Poppote, Bord, BorgDog, Thalamus	1.0	01-12-2019	httip_l1	FALSE	
Hot Tip (Williams 1977)		SS	VPX	32assassin	3.3	20-09-2017	httip_l1	FALSE	
Hot Tip (Williams 1977)	B.O.L. (Better Obstructed Light) MOD	SS	VPX	Schreibi34, 32assassin, HauntFreaks, Poppote, GtxJoe	2.1	10-12-2017	httip_l1	FALSE	
House of Diamonds (Zaccaria 1978)		SS	VPX	Hsm, Destruk, Mfuegemann, 32assassin, Kiwi, Greynurse, JPSalas	1.0	26-10-2019		FALSE	
Humpty Dumpty (Gottlieb 1947)		EM	VPX	Randr	3.0	09-06-2016		FALSE	
Hurricane (Williams 1991)		SS	VPX	Herweh, OldSkoolGamer, ICPjuggla, JimmyFingers, Koadic, Cosmic80, Wrd1972, Flupper, ClarkKent, Dark, nFozzy, Knorr, 32assassin, Sliderpoint, Dark, Ninuzzu, DJRobX, Rothbauerw, JPSalas, Kiwi, tttttwii, Westworld and Thalamus	1.0.1	03-05-2019	hurr_l2	FALSE	
Hustler (LTD 1980)		EM	VPX	JPSalas, Stat, Joey2001, Carlos Guizzo	1.0.0	11-05-2019		FALSE	
Hyperball (Williams 1981)		SS	VPX	Lizard	1.0	09-04-2017	hypbl_l6	FALSE	
I Dream of Jeannie Pinball (Original 2019)	Mod of Genie (Gottlieb 1979)	SS	VPX	Cryptdoctor21, Xenonph, 32assassin, HauntFreaks, Fuzzel, Darquayle	1.0	30-03-2019		FALSE	
Ice Cold Beer (Taito 1983)		EM	VPX	32assassin, Mfuegemann, Aldiode, Zany, Gtxjoe	0.9	01-08-2019		FALSE	
Ice Fever (Gottlieb 1985)		SS	VPX	Tom, BorgDog, Ocd_pinball, Bord, Thalamus, Arngrim, Wildman	1.2	17-11-2019	icefever	FALSE	
Ice Fever (Gottlieb 1985)	VP9 to VPX Conversion	SS	VPX	Rascal, Destruk, Itchigo, Lolo	1.1	25-01-2019	icefever	FALSE	
Indiana Jones (Stern 2008)	Hanibals 4k MOD	SS	VPX	Hanibal2001, GLX, GtxJoe, HighInder00	2.5	28-02-2018	ij4_210	FALSE	
Indiana Jones The Pinball Adventure (Williams 1993)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Ninuzzu	1.0 FSS Rev. R2.5	14-11-2018	ij_l7	FALSE	
Indiana Jones The Pinball Adventure (Williams 1993)		SS	VPX	Tom Tower, Ninuzzu, Destruk, Knorr, Clark Kent, Flupper, Pinball58, RustyCardores, DjRobX	1.2	10-03-2019	ij_l7	FALSE	
Indiana Jones The Pinball Adventure - VR Room (Williams 1993)	VR Version, VPVR, VR Room	SS	VPX	Senseless, Ninuzzu, Tom Tower, 3rdaxis, Stuzza, Caligula	1.1	24-12-2019	ij_l7	FALSE	
Indianapolis 500 (Bally 1995)	4k MOD, MOD of Dozer Version	SS	VPX	Sheltemke, Dozer, JPSalas, Flupper	1.1	11-01-2020	i500_11r	FALSE	
Indianapolis 500 (Bally 1995)	Dozer Version	SS	VPX	Dozer316, JPSalas, Flupper, Arngrim	1.0	18-08-2017	i500_11r	FALSE	
Iron Maiden (Stern 1982)		SS	VPX	JPSalas, Destruk, Carlos Guizzo	1.1.0	04-01-2020	ironmaid	FALSE	
Iron Maiden (Original 2019)	Mod of DarthMarino's Firepower (Williams 1980)	SS	VPX	Siggi, DarthMarino	1.0	26-03-2019		FALSE	
Iron Man (Stern 2010)	Future Pinball to Visual Pinball conversion	SS	VPX	Freneticamnesic	080215a	03-08-2015	im_183	FALSE	
Iron Man (Stern 2010)		SS	VPX	32assassin, Freneticamnesic	1.0	06-04-2018	im_183	FALSE	
Iron Man (Stern 2010)		SS	VPX	DjRob, Freneticamnesic, HauntFreaks	?		im_183	FALSE	
Iron Man (Pro Vault Edition) (Stern 2014)	Vault Edition ROM needed!	SS	VPX	DjRobX, Diemonik, Freneticamnesic, Unknown Other	2.0.6	04-09-2017	im_183ve	FALSE	
Jack In The Box (Gottlieb 1973)		EM	VPX	Loserman76, HauntFreaks, Kiwi, DboyRecords, Wildman	1.0b	14-03-2018		FALSE	
Jack-Bot (Williams 1995)		SS	VPX	Bord, DJRobX, Rothbauerw, Sliderpoint, Draifet	1.1	26-04-2019	jb_10r	FALSE	
Jackpot (Williams 1971)		EM	VPX	-=Kees=-, Leon Spalding	1.0.0	26-06-2019		FALSE	
Jackpot (Williams 1971)	B2S/ Fullsceen MOD	EM	VPX	Loserman76, -=Kees=-, Jeverds	1.0a	28-06-2019		FALSE	
Jacks Open (Gottlieb 1977)		EM	VPX	Sliderpoint	1.2	14-02-2017		FALSE	
Jacks to Open (Gottlieb 1984)	VP9 to VPX Conversion	SS	VPX	Rascal, Destruk, Mnpg	1.1	25-01-2019	jack2opn	FALSE	
James Bond 007 (Gottlieb 1980)		SS	VPX	32assassin, Mfuegemann	1.0	04-02-2018	jamesb	FALSE	
Jaws (HorsePin 2018)		SS	VPX	HorsePin, Rom	0.93	27-04-2018		FALSE	
Jaws (Original 2018)	Future Pinball to Visual Pinball conversion	SS	VPX	Randr, Rom, Gimli, Slamt1lt!, HauntFreaks, Flupper, Roth, Thalamus, TerryRed, Kds70, LynnInDenver	1.0c	04-08-2019		FALSE	
Jet Spin (Gottlieb 1977)		EM	VPX	Loserman76, GNance, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	1.0	25-12-2017		FALSE	
Jive Time (Williams 1970)		EM	VPX	Rothbauerw, Stat, Randr, 32assassin, Kiwi, Acronovum, BorgDog, Loserman	1.2a	01-04-2018		FALSE	
Joe Bar Team (Original 2020)	Graphics MOD	SS	VPX	Zedixair	1.0	04-01-2020		FALSE	
John Carpenter's The Thing (Original 2019)	MOD of Ali (Stern 1980)	SS	VPX	Ivantba, JPSalas	1.0a	27-07-2019	ali	FALSE	
Johnny Mnemonic (Williams 1995)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum. Alessio	1.3 FSS Rev. R2.5	14-11-2018	jm_12r	FALSE	
Johnny Mnemonic (Williams 1995)		SS	VPX	Ninuzzu, Alessio, DjRob	1.3	10-03-2019	jm_12r	FALSE	
Johnny Mnemonic (Williams 1995)		SS	VPX	Alessio	1.4		jm_12r	FALSE	
Joker Poker (Gottlieb 1978)		SS	VPX	BorgDog	2.04	11-02-2017	jokrpokr	FALSE	
Joker Wild (Bally 1970)		EM	VPX	Hsm, Updon719	1.0	12-11-2019		FALSE	
Jokerz! (Williams 1988)		SS	VPX	JPSalas	1.0.2	13-01-2018	jokrz_l6	FALSE	
Jolly Park (Spinball S.A.L. 1996)		SS	VPX	JPSalas, Akiles50000, Dark, Tab, Destruk, Gerrit, Arngrim, Gaston	1.0.5	08-12-2018	jolypark	FALSE	
Jolly Roger (Williams 1967)		EM	VPX	Kees, Loserman76	1.0	13-08-2016		FALSE	
Joust (Williams 1983)		SS	VPX	Dark, Randr	1.0	05-03-2017	jst_l2	FALSE	
Joust (Bally 1969)		EM	VPX	-=Kees=-	1.00	09-08-2019		FALSE	
JP's Ghostbusters Slimer (Original 2017)	Based on Ghostbusters (Limited Edition) (Stern 2016)	SS	VPX	JPSalas, Pmax65	2.1.0	04-01-2020		FALSE	
JP's Grand Prix (Original 2005)	Based on Grand Prix (Stern, 2005)	SS	VPX	JPSalas	1.2.0	31-12-2016		FALSE	
JP's Grand Prix (Original 2005)	Bigus MOD	SS	VPX	Bigus1, JPSalas	1.0	06-11-2019		FALSE	
JP'S Iron Man Armored Adventures (Original 2010)	Based on Iron Man (Stern 2010)	SS	VPX	JPSalas	1.2.1	14-07-2018	im_183ve	FALSE	
JP's Lord Of The Rings (Original 2003)	Based on The Lord of the Rings (Stern 2003)	SS	VPX	JPSalas, Batch, Bassgeige, Thalamus, Sliderpoint, Arngrim, Fuzzel	2.0.1	04-01-2020	lotr	FALSE	
JP's Motor Show (Original 1989)	Based on Motor Show (Mr. Game 1989)	SS	VPX	JPSalas	1.0.0	08-01-2017		FALSE	
JP'S Nascar Race (Original 2005)	Based NASCAR (Stern 2005)	SS	VPX	JPSalas	1.2.0	31-12-2016		FALSE	
JP's Pokemon Pinball (Original 2016)		SS	VPX	JPSalas	2.1.0	04-01-2020		FALSE	
JP's Spider-Man (Original 2011)	Based on Spider-Man (Stern 2007)	SS	VPX	JPSalas	1.2.2	31-07-2018	smanve_101	FALSE	
JP's Street Fighter 2 (Original 1993)	Based on Street Fighter II (Gottlieb 1993)	SS	VPX	JPSalas	1.2.0	31-12-2016		FALSE	
JP's The Avengers (Limited Edition) (Stern 2012)	Based on The Avengers (Limited Edition) (Stern 2012)	SS	VPX	JPSalas, Thalamus	1.0.2	29-12-2019	avs_170h	FALSE	
JP's Transformers (Original 2011)	Based on Transformers (Pro) (Stern 2011), a rampMOD version is also available as download	SS	VPX	JPSalas, ROM, Slamt1lt, Jesperpark, HauntFreaks	2.0.0	04-01-2020	tf_180	FALSE	
Jubilee (Williams 1973)		EM	VPX	BorgDog, HauntFreaks, Loserman76, GNance, Scotty VH	1.1	15-02-2018		FALSE	
Judas Priest Pinball (Original 2019)	MOD of Skateball (Bally 1980)	SS	VPX	Siggi, JPSalas, HauntFreaks	1.0	04-04-2019	skatebll	FALSE	
Judge Dredd (Bally 1993)	Bigus MOD	SS	VPX	Bigus1, Dozer, Lord Hiryu, Bmiki75, Teppotee, Kiwi, HauntFreaks	2.0	09-02-2020	jd_l1	FALSE	
Judge Dredd (Bally 1993)		SS	VPX	Dozer, Lord Hiryu, Bmiki75, Teppotee, Kiwi, HauntFreaks	1.0	16-01-2016	jd_l1	FALSE	
Judge Dredd (Bally 1993)	dB2SDeskTop ColorDMD MOD	SS	VPX	Xenonph, Dozer, Lord Hiryu, Bmiki75, Teppotee, Kiwi, HauntFreaks	1.0	16-11-2017	jd_l1	FALSE	
Jumping Jack (Gottlieb 1973)		EM	VPX	Loserman76, HauntFreaks, Kiwi, DboyRecords, Wildman	1.0b	14-03-2018		FALSE	
Jungle (Gottlieb 1972)		EM	VPX	Loserman76, GNance, Popotte, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	1.0a	31-12-2017		FALSE	
Jungle King (Gottlieb 1973)		EM	VPX	Loserman76, GNance	1.0	01-06-2019		FALSE	
Jungle Life (Gottlieb 1972)		EM	VPX	Loserman76, GNance	1.0a	06-02-2020		FALSE	
Jungle Lord (Williams 1981)		SS	VPX	Tony The Wrench	1.1	22-11-2016	jngld_l2	FALSE	
Jungle Princess (Gottlieb 1977)		EM	VPX	BorgDog	1.1	25-06-2016		FALSE	
Junk Yard (Williams 1996)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Mfuegemann, Fuzzel, Dark, HauntFreaks	1.3 FSS Rev. R2.5	18-11-2018	jy_12	FALSE	
Junk Yard (Williams 1996)		SS	VPX	Mfuegemann	1.3	03-10-2016	jy_12	FALSE	
Junkyard Cats (Original 2012)	Future Pinball to Visual Pinball conversion	SS	VPX	Javier, Brendan Bailey, Vogliadicane, JPSalas	1.07	12-04-2018		FALSE	
Jurassic Park (Data East 1993)		SS	VPX	Dark, Bodydump, Randr, Rothbauerw, Flupper, HauntFreaks, Lobotomy, ICPjuggla, Jkimbrell, Sliderpoint, Jim	1.03	08-07-2018	jupk_513	FALSE	
Jurassic Park - VR Room (Data East 1993)	VR Version, VPVR, VR Room	SS	VPX	Gear323, Dark, Bodydump, Randr, Rothbauerw, Flupper, Hauntfreaks, Lobotomy, 3rdaxis, Caligula	1.0	19-01-2020	jupk_513	FALSE	
Kickoff (Williams 1967)		EM	VPX	Loserman76, GNance, Jon Osborne	1.0a	06-08-2019		FALSE	
Kidnap (CIC Play 1986)		SS	VPX	Mfuegemann, Akiles50000, Pinball/Broker, Dark, GtxJoe	1.0	21-12-2017	kidnap	FALSE	
Killzone - Be A Helghast Trooper (Original 2019)		SS	VPX	Ivantba, JPSalas	1.0	13-06-2019	freefall	FALSE	
King Kong (Data East 1990)	Javier MOD	SS	VPX	Javier, GtxJoe, Dazz, DStruct, WIldman, Arngrim, Toxie, Fuzzel, Cyberpez, Thalamus	1.03	30-05-2019	kiko_a10	FALSE	
King Kong (Data East 1990)		SS	VPX	Gtxjoe, Dazz, DStruct, Wildman, Arngrim	1.03	24-07-2016	kiko_a10	FALSE	
King Kool (Gottlieb 1972)		EM	VPX	Loserman76, Bodydump, GNance, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	1.0	25-12-2017		FALSE	
King of Diamonds (Gottlieb 1967)		EM	VPX	Loserman76, GNance	1.0	07-04-2019		FALSE	
King Pin (Gottlieb 1973)		EM	VPX	Loserman76, GNance, Arngrim, Popotte, JPSalas, Pinuck, HauntFreaks, BorgDog	1.0a	25-12-2017		FALSE	
King Rock (Gottlieb 1972)		EM	VPX	Loserman76, Bodydump, GNance, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	1.0	25-12-2017		FALSE	
King Tut (Williams 1979)	Arcade - Bowler	SS	VPX	Rascal	1.0	24-09-2019	kingt_l1	FALSE	
Kingpin (Capcom 1996)	Bigus MOD	SS	VPX	Bigus1, ICPjuggla	1.0	20-09-2019	kpv106	FALSE	
Kingpin (Capcom 1996)		SS	VPX	ICPjuggla	1.2	08-02-2016	kpv106	FALSE	
Kings & Queens (Gottlieb 1965)		EM	VPX	Loserman76, HauntFreaks, BorgDog, GNance, JPSalas, Pinuck, Arngrim	1.0	24-04-2018		FALSE	
Kiss (Bally 1979)		SS	VPX	Tom, nFozzy, Wtiger, Thalamus, Mlager8	1.3	13-11-2019	kissc	FALSE	
Kiss (Bally 1979)	Bigus MOD	SS	VPX	Bigus1, jbg4208, JPSalas, 32Assasin, Arngrim, Borgdog , Popette	2.2	16-09-2019	kissc	FALSE	
Kiss (Bally 1979)		SS	VPX	Jbg4208, JPSalas, 32assassin, Arngrim, BorgDog, Popette, RustyCardores, Markrock76, nFozzy	2.3	24-07-2019	kissc	FALSE	
Kiss - Tribute (Original 2015)	Based on Kiss (Stern 2015)	SS	VPX	Daryl	1.1	24-11-2016		FALSE	
Kratos God Of War (Original 2018)		EM	VPX	SpookyMoulder	1.0	31-10-2018		FALSE	
Krull (Gottlieb 1983)	VP9 to VPX Conversion	SS	VPX	Rascal, Mfuegemann, Kevinleedrum, Jean-Rene Karr, Krellan, Chris Hutchins, Inkochnito, Arngrim, Batch	1.2	25-01-2019	krull	FALSE	
Lady Death (Geiger 1983)	MOD of Allknowing's Mata Hari (Bally 1978)	SS	VPX	Siggi, Allknowing, JPSalas	1.0	11-03-2019		FALSE	
Lady Luck (Bally 1986)		SS	VPX	Kalavera3, Destruk, Xenonph, Angrym	1.1	23-12-2018	ladyluck	FALSE	
Lady Luck (Recel 1976)		EM	VPX	Wed21	1.4	05-10-2017		FALSE	
Lady Luck (Taito do Brasil 1978)		SS	VPX	JPSalas, Carlos Guizzo, Tio Italo, Akiles5000, Allknowing2012, Markrock76	1.0.1	06-05-2018	ladylukt	FALSE	
Lariat (Gottlieb 1969)		EM	VPX	Loserman76, HauntFreaks, BorgDog, GNance, JPSalas, Pinuck, Arngrim	1.0	24-04-2018		FALSE	
Laser Ball (Williams 1979)		SS	VPX	Javier, Allknowing2012	1.0.0	19-02-2019	lzbal_l2	FALSE	
Laser Ball (Williams 1979)		SS	VPX	Allknowing2012	1.0d	15-11-2016	lzbal_l2	FALSE	
Laser War (Data East 1987)		SS	VPX	Herweh, Schreibi34, OldSkoolGamer, Francisco666, ICPjuggla, Flupper, Dark, nFozzy, DJRobX, Rothbauerw, Mark70	1.0	10-01-2020	lwar_a83	FALSE	
Last Action Hero (Data East 1993)		SS	VPX	Javier1515, Fransisco666, Dark, Ninuzzu, Zany, ClarkKent, HauntFreaks	1.07	06-11-2016	lah_112	FALSE	
Last Lap (Playmatic 1978)		SS	VPX	Mfuegemann, Akiles50000	1.0	24-10-2019	lastlap	FALSE	
Lawman (Gottlieb 1971)		EM	VPX	Loserman76, GNance, Popotte, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	1.0a	25-12-2017		FALSE	
League Champ (Williams 1996)	Arcade - Bowler	SS	VPX	Rascal, Roccodimarco	1.1	09-09-2019	lc_11	FALSE	
Lectronamo (Stern 1978)		SS	VPX	32assassin, Francisco666	0.9.0.1	24-04-2019	lectrono	FALSE	
Led Zeppelin (Original 2017)		SS	VPX	Mofstedahl	1.0	17-02-2017		FALSE	
Lethal Weapon 3 (Data East 1992)		SS	VPX	, 000Player1000, Rom, Francisco666	1.1	25-02-2017	lw3_208	FALSE	
Liberty Bell (Williams 1977)		EM	VPX	Allknowing2012	1.0	16-12-2015		FALSE	
Lightning (Stern 1981)		SS	VPX	JPSalas, Destruk, Tab, Francisco666	1.0.0	09-08-2017	lightnin	FALSE	
Lightning Ball (Gottlieb 1959)		EM	VPX	Loserman76, GNance	1.0	03-01-2020		FALSE	
Little Joe (Bally 1972)		EM	VPX	Loserman76, Tom, Rosve, BorgDog	1.0b			FALSE	
Locomotion (Zaccaria 1981)		SS	VPX	ckpin	1.2	23-03-2017	locomotn	FALSE	
Lortium (Juegos Populares 1987)		SS	VPX	Mfuegemann, Akiles50000, Flupper, Dark, Gtxjoe	1.0	03-09-2019	lortium	FALSE	
Lost World (Bally 1978)		SS	VPX	Bord	1.0a	09-01-2020	lostwrld	FALSE	
Lost World (Bally 1978)		SS	VPX	JPSalas	1.0.0	01-07-2017	lostwrld	FALSE	
Love Bug (Williams 1971)		EM	VPX	Loserman76, Tom, Thalamus, Rosve, Osprey101, Wildman	1.0	09-08-2019		FALSE	
Lucky Hand (Gottlieb 1977)		EM	VPX	BorgDog, SliderPoint, GNance, Pinuck, Wildman	0.95	18-09-2018		FALSE	
Lucky Seven (Williams 1978)		SS	VPX	Kiwi, JPSalas, Arngrim, Cyberpez, Gtxjoe, Hanzoverfist 	1.2.1	24-11-2018	lucky_l1	FALSE	
Lucky Strike (Gottlieb 1975)		EM	VPX	Loserman76, GNance	1.0	08-06-2019		FALSE	
Lucky Strike (Taito do Brasil 1978)		EM	VPX	JPSalas, Editoy, Loserman76, Tio Italo, Carlos Guizzo	2.0.0	13-12-2019		FALSE	
Lunelle (Taito do Brasil 1981)		SS	VPX	JPSalas, Tio Italo, Carlos Guizzo, HauntFreaks, Tab, Pmax65	2.0.0	13-12-2019	lunelle	FALSE	
Mac Jungle (MAC S.A. 1987)	Conversion Kit of Mac's Galaxy (MAC S.A. 1986)	SS	VPX	Mfuegemann, Akiles50000, Dark, GtxJoe	1.1	04-02-2019	mcjungle	FALSE	
Mac's Galaxy (MAC S.A. 1986)	Don't forget to get both the rom and the .VBS script	SS	VPX	Mfuegemann, Akiles, Dark, GtxJoe, Mustang1961	1.2	18-11-2017	get rom and vbs script!	FALSE	
Mad Race (Playmatic 1985)		SS	VPX	JPSalas, Akiles50000, Kiwi, Destruk, Arngrim	1.0.2	09-03-2019	madrace	FALSE	
Mad Scientist (Maxis 1996)	Remake of Mad Scientist - Full Tilt! Pinball 2 (Maxis, 1996)	SS	VPX	Randr, Freneticamnesic, Rothbauerw, Toxie, HauntFreaks, Arngrim, TerryRed, Crytdoctor21	1.0	18-12-2017		FALSE	
Magic (Stern 1979)		SS	VPX	32assassin, Mfuegemann	1.3	21-11-2016	magic	FALSE	
Magic Castle (Zaccaria 1984)		SS	VPX	32assassin	2.0	02-01-2016	mcastle	FALSE	
Magic Circle (Bally 1965)		EM	VPX	Bord, Rothbauerw	1.0.1	31-05-2019		FALSE	
Magnotron (Gottlieb 1974)		EM	VPX	Loserman76, GNance, Popotte, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	1.0	25-12-2017		FALSE	
Manowar (Original 2019)	Retheme of Alien Poker (Williams 1980)	SS	VPX	Siggi, JPSalas	1.0	29-04-2019	alpok_l6	FALSE	
Mariner (Bally 1971)		EM	VPX	Scottacus, Bord, Kds70	1.0	07-05-2018		FALSE	
Mario Andretti (Gottlieb 1995)		SS	VPX	Rascal, Destruk, Darth Soudious, Joe, Pinball Ken, JPSalas, Steely	1.4	01-03-2019	andretti	FALSE	
Mars God of War (Gottlieb 1981)		SS	VPX	Cyberpez	1.0	05-09-2016	mars	FALSE	
Martian Queen (LTD )		SS	VPX	Mfuegemann, CarlosGuizzo, Joao Pedras, Akiles50000, Gaston	1.2	06-11-2019		FALSE	
Masters of the Universe (Original 2018)	Future Pinball conversion of Rom's He-Man Masters of the Universe DOFLinx - Cabinet Edition (TerryRed Mod)	SS	VPX	Randr, Rom, TerryRed, Thalamus, Flupper, Kds70, LynnInDenver	1.0b	04-08-2019		FALSE	
Mata Hari (Bally 1978)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Allknowing2012	1.0 FSS Rev. R2.5	15-11-2018	matahari	FALSE	
Mata Hari (Bally 1978)		SS	VPX	Bigus1, Allknowing2012	1.2.1	15-09-2019	matahari	FALSE	
Mata Hari (Bally 1978)		SS	VPX	Allknowing2012	1.0a	02-04-2016	matahari	FALSE	
Max Mad 2 The Road Warrior (Original 2019)	Retheme of Sliderpoint's Road Kings (Williams 1986)	SS	VPX	Ivantba, Sliderpoint	1.0	28-12-2019	rdkng_l4	FALSE	
Medieval Madness (Williams 1997)	Skitso MOD	SS	VPX	Skitso, Rothbauerw, Bord, Tom Tower, Ninuzzu	1.1	16-11-2019	mm_109c	FALSE	
Medieval Madness (Williams 1997)		SS	VPX	Tom Tower, Ninuzzu	1.1	10-03-2019	mm_109c	FALSE	
Medieval Madness (Williams 1997)	Hanibals 4k MOD	SS	VPX	Dozer316, Hanibal2001	1.5	04-04-2016	mm_109c	FALSE	
Medieval Madness (Williams 1997)	Remake of Medieval Madness (Williams 1997)	SS	VPX	Tom Tower, Ninuzzu	2.4	10-03-2019	mm_109c	FALSE	
Medieval Madness (Williams 1997)	Toy MOD	SS	VPX	Ninuzzu, Tom Tower, Dozer	1.0	10-03-2019	mm_109c	FALSE	
Medieval Madness Reloaded (Williams 1997)		SS	VPX	Tom Tower, JPSalas, Dozer, Pinball Ken, Jamin, Macho, Joker, PacDude, Clark Kent, Zany, Knorr	1.0.1	10-03-2019	mm_109c	FALSE	
Medusa (Bally 1981)		SS	VPX	JPSalas, Kiwi	1.0.4	10-07-2017	medusa	FALSE	
Melody (Gottlieb 1967)		EM	VPX	Loserman76, GNance, HauntFreaks, BorgDog, JPSalas, Pinuck, Arngrim	1.0	10-03-2018		FALSE	
Memory Lane (Stern 1978)		SS	VPX	Tom, ScottyVH, Randr, Thalamus, 32assassin	1.1	04-08-2019	memlane	FALSE	
Memory Lane (Stern 1978)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, ScottyVH	.09A FSS Rev. R2.5	16-11-2018	memlane	FALSE	
Memory Lane (Stern 1978)		SS	VPX	GrayGhost, Dboyrecords	1.1	26-08-2019	memlane	FALSE	
Memory Lane (Stern 1978)		SS	VPX	ScottyVH, 32assassin	0.09d	17-04-2017	memlane	FALSE	
Merry-Go-Round (Gottlieb 1960)		EM	VPX	Hsm, Margoni, Albert, Loserman76	1.2	24-12-2019		FALSE	
Metal Slug (Original 2017)		SS	VPX	Javier, Pinwizkid, Arngrim	1.03	02-02-2019		FALSE	
Metallica (Premium Monsters) (Stern 2013)	Christmas Edition - Graphics MOD	SS	VPX	Mussinger, HauntFreaks	Christmas Edition	24-12-2019	mtl_170h	FALSE	
Metallica (Premium Monsters) (Stern 2013)		SS	VPX	Sliderpoint	1.0	20-02-2017	mtl_170h	FALSE	
Metallica (Premium Monsters) (Stern 2013)	MOD of many other mods	SS	VPX	HauntFreaks, Freneticamnesic, 85vett, SliderPoint, Peter Docker, DJRobX, Draifet, Arngrim	1.5	22-07-2018	mtl_170h	FALSE	
Metallica (Premium Monsters) (Stern 2013)	4k MOD	SS	VPX	Byancey, Sliderpoint	1.2	04-07-2017	mtl_170h	FALSE	
Metallica (Premium Monsters) - VR Room (Stern 2013)	VR Version, VPVR, VR Room	SS	VPX	Senseless, Freneticamnesic, 85vett, Sliderpoint, HauntFreaks, 3rdaxis, Caligula	1	01-01-2020	mtl_170h	FALSE	
Meteor (Stern 1979)		SS	VPX	Scotty VH	1.0	18-11-2016	meteor	FALSE	
Meteor (Taito do Brasil 1981)		SS	VPX	JPSalas, Carlos Guizzo, Pmax65	2.0.0	13-12-2019		FALSE	
Metropolis (Maresa 1982)		EM	VPX	JPSalas, Akiles50000, Loserman76, Kiwi	1.0.0	23-06-2019		FALSE	
Mibs (Gottlieb 1969)		EM	VPX	Loserman76, Noah Fentz, GNance, Arngrim, JPSalas, Pinuck, HauntFreaks, BorgDog	1.0b	25-12-2017		FALSE	
Midnight Magic (Atari 1986)	Remake of Midnight Magic (Atari 1986)	EM	VPX	Lizard	1.0	02-08-2017		FALSE	
Mini Cycle (Gottlieb 1970)		EM	VPX	Loserman76, HauntFreaks, Grizz, GNance, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	1.0b	27-09-2018		FALSE	
Mini Pool (Gottlieb 1969)		EM	VPX	Loserman76	1.0	28-04-2019		FALSE	
Minions Pinball (Original 2017)		SS	VPX	Javier1515, Rom	1.0	25-01-2017		FALSE	
Miraculous (Original 2019)		EM	VPX	JPSalas	1.0.1	04-01-2020		FALSE	
Misfits (Original 2019)	Firepower (Williams 1980) MOD	SS	VPX	Kenji, Siggi	1.0	06-10-2019	frpwr_c7	FALSE	
Miss World (Geiger 1982)		SS	VPX	Tom, Tab, Jbg4208, 32assassin, Thalamus, Wildman	1.3	13-11-2019		FALSE	
Miss-O (Williams 1969)		EM	VPX	HauntFreaks, BorgDog	1.0	15-06-2016		FALSE	
Missing In Action (Original 2018)	Retheme of El Bueno el Feo y el Mao (Original 2015)	SS	VPX	Ivantba, JPSalas, Xenonph	1.1	06-11-2018	eldorado	FALSE	
Mississippi (Recreativos Franco 1973)		EM	VPX	JPSalas, Akiles50000, Loserman76, Elo_Rey, Javier Lopez, Kiwi	1.0.1	12-05-2019		FALSE	
Monday Night Football (Data East 1989)		SS	VPX	Allknowing2012	1.1	28-02-2016	mnfb_c27	FALSE	
Monopoly (Stern 2001)		SS	VPX	32assassin, JPSalas, Ckpin, Pacdude	0.9	26-05-2019	monopoly	FALSE	
