VPS 3.5 - List (VPX tables Only) -- Last updated: 0	You can download this sheet for Personal Usage and use the Checkboxes to see which table(s) you do (or don't) have and leave Comments or Notes for yourself.								
Table Name (Manufacturer Year)	Feature(s) Description(s), comment(s) or extra information	Type 	VP Version	Table Author(s)	Table Version	Table Date	Needed ROM Name	Checkbox 	Comments or Notes 
Bank Shot (Gottlieb 1976)		EM	VPX	Loserman76, HauntFreaks, BorgDog, GNance, JPSalas, Pinuck, Arngrim	Loserman76, HauntFreaks, BorgDog, GNance, JPSalas, Pinuck, Arngrim	1.0		FALSE	
Bank-A-Ball (Gottlieb 1965)		EM	VPX	Loserman76, GNance	Loserman76, GNance	1.0		FALSE	
Banzai Run (Williams 1988)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Flupper, HauntFreaks	Arconovum, Flupper, HauntFreaks	1.0 FSS Rev. R2.5	bnzai_l3	FALSE	
Barb Wire (Gottlieb 1996)		SS	VPX	Bigus1, Tab, Destruk, Rascal	Bigus1, Tab, Destruk, Rascal	1.0	barbwire	FALSE	
Barb Wire (Gottlieb 1996)	Bigus MOD	SS	VPX	Bigus1, Tab, Destruk, Rascal	Bigus1, Tab, Destruk, Rascal	1.0	barbwire	FALSE	
Barb Wire (Gottlieb 1996)	VP9 to VPX Conversion	SS	VPX	Rascal, Tab, Destruk, Arngrim, Thalamus	Rascal, Tab, Destruk, Arngrim, Thalamus	1.4	barbwire	FALSE	
Barbarella (Automaticos 1967)		EM	VPX	Loserman76, Akiles50000, JPSalas	Loserman76, Akiles50000, JPSalas	1.0a		FALSE	
Barracora (Williams 1981)		SS	VPX	Bigus1, Dids666	Bigus1, Dids666	1.4	barra_l1	FALSE	
Barracora (Williams 1981)		SS	VPX	Dids666, Gtxjoe, JPSalas, DJRobX	Dids666, Gtxjoe, JPSalas, DJRobX	1.2	barra_l1	FALSE	
Bart vs. the Space Mutants (Original 2017)		SS	VPX	TheGhost787	TheGhost787	1.1		FALSE	
Baseball (Gottlieb 1970)		EM	VPX	Loserman76, GNance	Loserman76, GNance	1.0		FALSE	
Basketball (ISDA 1986)		SS	VPX	Goldchicco, 32assassin, Mfuegemann	Goldchicco, 32assassin, Mfuegemann	1.0	bsktball	FALSE	
Batman (Data East 1991)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Javier1515	Arconovum, Javier1515	1.2 FSS Rev. R2.5	btmn_106	FALSE	
Batman (Data East 1991)		SS	VPX	Javier, Dark, Ben Logan	Javier, Dark, Ben Logan	1.3	btmn_106	FALSE	
Batman (Data East 1991)	Surround MOD	SS	VPX	Javier1515, RustyCardores	Javier1515, RustyCardores	1.3	btmn_106	FALSE	
Batman (Data East 1991)	Bigus MOD	SS	VPX	Bigus1, Javier1515, Dark	Bigus1, Javier1515, Dark	1.0	btmn_106	FALSE	
Batman - The Animated Series (Original 2020)	Read Installation Instructions!	EM	VPX	Dunriwikan45, John Memeo	Dunriwikan45, John Memeo	4.0		FALSE	
Batman 66 (Original 2018)	Retheme of JPSalas's Flash (Williams 1979)	SS	VPX	Luvthecubs, JPSalas, Onevox	Luvthecubs, JPSalas, Onevox	1.2		FALSE	
Batman Forever (Sega 1995)	Bigus MOD	SS	VPX	Bigus1, Mfuegemann, DevaL	Bigus1, Mfuegemann, DevaL	1.4	batmanf	FALSE	
Batman Forever (Sega 1995)		SS	VPX	DevaL, Mfuegemann	DevaL, Mfuegemann	1.5	batmanf	FALSE	
Batman Returns (Original 2018)	Retheme of Electric Mayhem (Original 2016)	SS	VPX	Ivantba, Lodger	Ivantba, Lodger	1.0		FALSE	
Batman The Dark Knight (Stern 2008)	Bigus MOD	SS	VPX	Bigus1, Tom Tower, Ninuzzu, Vogliadicane	Bigus1, Tom Tower, Ninuzzu, Vogliadicane	1.2	bdk_294	FALSE	
Batman The Dark Knight (Stern 2008)		SS	VPX	Tom Tower, Ninuzzu, DJRobX	Tom Tower, Ninuzzu, DJRobX	1.2	bdk_294	FALSE	
Batter Up (Gottlieb 1970)		EM	VPX	Loserman76, GNance	Loserman76, GNance	1.0		FALSE	
Battlestar Galactica (Original 1980)	MOD of Scorpion (Williams 1980)	SS	VPX	Xenonph, Allknowing2012, John90803, Wolis, Drybonz, Thalamus, HauntFreaks, Flupper, Gtxjoe, DJRobX, Stat, nFozzy, Slydog43, JPSalas	Xenonph, Allknowing2012, John90803, Wolis, Drybonz, Thalamus, HauntFreaks, Flupper, Gtxjoe, DJRobX, Stat, nFozzy, Slydog43, JPSalas	1.3	scrpn_l1	FALSE	
Baywatch (Sega 1995)		SS	VPX	Kiwi, Bmiki75, Akiles50000, Rampa, Noah Fentz, Vodweb, JPSalas, Ninuzzu, Arngrim, DJRobX, Rothbauerw, Cyberpez, Flupper, Suds	Kiwi, Bmiki75, Akiles50000, Rampa, Noah Fentz, Vodweb, JPSalas, Ninuzzu, Arngrim, DJRobX, Rothbauerw, Cyberpez, Flupper, Suds	1.0.0	baywatch	FALSE	
Beach Bums (Original 1986)	MOD of Hollywood Heat (Gottlieb 1986)	SS	VPX	Watacaractr, BorgDog, Xenonph, HauntFreaks, Flupper	Watacaractr, BorgDog, Xenonph, HauntFreaks, Flupper	1.0	hlywoodh	FALSE	
Beat Time (Williams 1967)		EM	VPX	Loserman76, Hauntfreaks, GNance, JPSalas, Pinuck, BorgDog, Arngrim	Loserman76, Hauntfreaks, GNance, JPSalas, Pinuck, BorgDog, Arngrim	1.0a		FALSE	
Beat Time (Williams 1967)	Beatles MOD	EM	VPX	Loserman76, HauntFreaks, GNance, JPSalas, BorgDog, Arngrim	Loserman76, HauntFreaks, GNance, JPSalas, BorgDog, Arngrim	1.0a		FALSE	
Bell Ringer (Gottlieb 1990)	VP8 to VPX Conversion	SS	VPX	Rascal, Destruk	Rascal, Destruk	1.1	bellring	FALSE	
Berzerk The Pinball Game (Original 2016)		SS	VPX	Lodger	Lodger	2.0		FALSE	
Beverly Hills Cop (Original 2019)	Retheme of JPSalas's Faeton (Juegos Populares 1985)	SS	VPX	Ivantba, JPSalas	Ivantba, JPSalas	1.0	faeton	FALSE	
Big Bang Bar (Capcom 1996)	Graphical Update MOD	SS	VPX	Sheltemke, UncleWilly, Bigus1, Schreibi34, Ninuzzu, JimmyFingers, Grizz, Rom	Sheltemke, UncleWilly, Bigus1, Schreibi34, Ninuzzu, JimmyFingers, Grizz, Rom	1.0	bbb109	FALSE	
Big Bang Bar (Capcom 1996)	Bigus MOD	SS	VPX	Bigus1, Ninuzzu, UncleWilly, JimmyFingers, Grizz, Rom, Thalamus, Zigbane	Bigus1, Ninuzzu, UncleWilly, JimmyFingers, Grizz, Rom, Thalamus, Zigbane	1.1	bbb109	FALSE	
Big Bang Bar (Capcom 1996)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Randr, UncleWilly	Arconovum, Randr, UncleWilly	1.0 FSS Rev. R2.5	bbb109	FALSE	
Big Bang Bar (Capcom 1996)		SS	VPX	Randr, UncleWilly, Ninuzzu	Randr, UncleWilly, Ninuzzu	1.0	bbb109	FALSE	
Big Bang Bar (Capcom 1996)	MOD	SS	VPX	UncleWilly, ClarkKent, Ninuzzu, Flupper	UncleWilly, ClarkKent, Ninuzzu, Flupper	2.4.6	bbb109	FALSE	
Big Ben (Williams 1975)		EM	VPX	Hsm, Roccodimarco, Dboyrecords, Stat, MajikBubble	Hsm, Roccodimarco, Dboyrecords, Stat, MajikBubble	1.0		FALSE	
Big Brave (Gottlieb 1974)		EM	VPX	HauntFreaks, Carlos Guizzo, Loserman76, BorgDog	HauntFreaks, Carlos Guizzo, Loserman76, BorgDog	1.0		FALSE	
Big Brave (Maresa 1974)		EM	VPX	JPSalas, Akiles50000, Elo_rey, Frmi, Popotte	JPSalas, Akiles50000, Elo_rey, Frmi, Popotte	1.0.0		FALSE	
Big Buck Hunter Pro (Stern 2010)		SS	VPX	32assassin, 85vette, Asotte, GtxJoe, Kanario40, Dark, JPSalas	32assassin, 85vette, Asotte, GtxJoe, Kanario40, Dark, JPSalas	2.0.1	bbh_170	FALSE	
Big Casino (Gottlieb 1961)		EM	VPX	Loserman76, HauntFreaks, BorgDog, GNance, JPSalas, Pinuck, Arngrim, Chris Aguilar	Loserman76, HauntFreaks, BorgDog, GNance, JPSalas, Pinuck, Arngrim, Chris Aguilar	1.0		FALSE	
Big Deal (Williams 1963)		EM	VPX	Alois, Wildman	Alois, Wildman	1.0		FALSE	
Big Game (Stern 1980)		SS	VPX	JPSalas	JPSalas	1.0.1	biggame	FALSE	
Big Guns (Williams 1987)		SS	VPX	32assassin	32assassin	2.1	bguns_l8	FALSE	
Big Guns (Williams 1987)	FSS (Full Single Screen) MOD	SS	VPX	Morttis, 32assassin, Arconovum	Morttis, 32assassin, Arconovum	2.1 - rev.1.0 [D&N][CC][FSS][SS][10.6+]	bguns_l8	FALSE	
Big Horse (Maresa 1975)		EM	VPX	JPSalas, Akiles50000, Loserman76, Humanoide, Kiwi	JPSalas, Akiles50000, Loserman76, Humanoide, Kiwi	1.0.2		FALSE	
Big House (Gottlieb 1989)	VP9 to VPX Conversion	SS	VPX	Rascal, Mfuegemann, Zany, Arngrim, Fuzzel, Batch, Inkochnito, Destruk, JPSalas	Rascal, Mfuegemann, Zany, Arngrim, Fuzzel, Batch, Inkochnito, Destruk, JPSalas	1.1	bighouse	FALSE	
Big Shot (Gottlieb 1974)		EM	VPX	Loserman76, GNance, Mike Farmer, Wildman, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	Loserman76, GNance, Mike Farmer, Wildman, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	1.0		FALSE	
Big Star (Williams 1972)		EM	VPX	JPSalas, Albert, Halen, Stat	JPSalas, Albert, Halen, Stat	1.0.1		FALSE	
Big Trouble in Little China (Original 2020)	Retheme Canasta 86 (Inder 1986)	SS	VPX	Viktor Lopez	Viktor Lopez	1.1	canasta	FALSE	
Black Belt (Bally 1986)		SS	VPX	SliderPoint, DJRobX, JPSalas, Destruk	SliderPoint, DJRobX, JPSalas, Destruk	1.0	blackblt	FALSE	
Black Belt (Bally 1986)		SS	VPX	JPSalas, Fredobiwan, Stat	JPSalas, Fredobiwan, Stat	1.0.0	blackblt	FALSE	
Black Belt (Bally 1986)	FSS (Full Single Screen) MOD	SS	VPX	Morttis, JPSalas, Arconovum	Morttis, JPSalas, Arconovum	1.0 - rev. 1.0 [FSS]	blackblt	FALSE	
Black Hole (Gottlieb 1981)		SS	VPX	Cyberpez, Wrd1972, Rothbauerw,  Hauntdreaks, BorgDog, Dark, Zany	Cyberpez, Wrd1972, Rothbauerw,  Hauntdreaks, BorgDog, Dark, Zany	1.1	blkhole7	FALSE	
Black Jack (Bally 1978)	Bigus MOD	SS	VPX	Bigus1, Allknowing2012, Arngrim, HauntFreaks	Bigus1, Allknowing2012, Arngrim, HauntFreaks	1.5	blackjck	FALSE	
Black Jack (Bally 1978)		SS	VPX	Allknowing2012	Allknowing2012	1.1	blackjck	FALSE	
Black Knight (Williams 1980)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Bord	Arconovum, Bord	1.0.2 FSS Rev. R2.5	bk_l4	FALSE	
Black Knight (Williams 1980)		SS	VPX	Bord, The Loafer, The Hunter, JPSalas, Scottacus, Flupper, Arconovum, BorgDog, Draifet, Wall79	Bord, The Loafer, The Hunter, JPSalas, Scottacus, Flupper, Arconovum, BorgDog, Draifet, Wall79	1.0.3	bk_l4	FALSE	
Black Knight (Williams 1980)		SS	VPX	JPSalas, Destruk, Leo, Jolo, Classic Playfields, Tio Italo, Kristian, Kruge99	JPSalas, Destruk, Leo, Jolo, Classic Playfields, Tio Italo, Kristian, Kruge99	1.3.1	bk_l4	FALSE	
Black Knight 2000 (Williams 1989)		SS	VPX	Flupper	Flupper	1.1	bk2k_l4	FALSE	
Black Knight 2000 (Williams 1989)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Flupper	Arconovum, Flupper	1.1 FSS Rev R2.6	bk2k_l4	FALSE	
Black Pyramid (Bally 1984)		SS	VPX	JPSalas	JPSalas	1.0.2	blakpyra	FALSE	
Black Pyramid (Bally 1984)	FSS (Full Single Screen) MOD	SS	VPX	Morttis, JPSalas, Arconovum, HauntFreaks	Morttis, JPSalas, Arconovum, HauntFreaks	1.0.3 - rev.1.0 [D&N][CC][FSS][SS][10.6+]	blakpyra	FALSE	
Black Rose (Bally 1992)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Coindropper, HauntFreaks, GtxJoe, Dozer	Arconovum, Coindropper, HauntFreaks, GtxJoe, Dozer	0.1.0 FSS Rev. R2.5	br_l4	FALSE	
Black Rose (Bally 1992)	Dozer MOD	SS	VPX	Coindropper, JayFoxROx, GtxJoe, HauntFreaks, Dozer, nFozzy, Flupper, Rothbauerw, Arngrim, Thalamus, Draifet	Coindropper, JayFoxROx, GtxJoe, HauntFreaks, Dozer, nFozzy, Flupper, Rothbauerw, Arngrim, Thalamus, Draifet	0.1.0	br_l4	FALSE	
Black Sheep Squadron (Astro Games 1979)		SS	VPX	Updon	Updon	1.0	blkshpsq	FALSE	
Blackout (Williams 1980)		SS	VPX	32assassin	32assassin	1.1	blkou_l1	FALSE	
Blackout (Williams 1980)	S34 MOD	SS	VPX	Schreibi34, 32assassin, GtxJoe	Schreibi34, 32assassin, GtxJoe	1.1	blkou_l1	FALSE	
Blackwater 100 (Bally 1988)		SS	VPX	Goldchicco, 32assassin, Sindbad, Elvinu	Goldchicco, 32assassin, Sindbad, Elvinu	1.1	black100	FALSE	
Blade Runner 2049 (Original 2020)	Graphics and Audio MOD of JP's Pokemon Pinball (Original 2016)	SS	VPX	Wpilot, JPSalas	Wpilot, JPSalas	1.3		FALSE	
Blue Chip (Williams 1976)		EM	VPX	Loserman76, Bodydump	Loserman76, Bodydump	1.0		FALSE	
Blue Note (Gottlieb 1978)		EM	VPX	Loserman76, GNance, Arngrim, JPSalas, Pinuck, HauntFreaks, BorgDog	Loserman76, GNance, Arngrim, JPSalas, Pinuck, HauntFreaks, BorgDog	1.0a		FALSE	
Blues Brothers 2020 40th Anniversary (Original 2020)		SS	VPX	Marty, JPSalas	Marty, JPSalas	2.0		FALSE	
Bone Busters Inc. (Gottlieb 1989)		SS	VPX	Hmueck	Hmueck	1.0	bonebstr	FALSE	
Boomerang (Bally 1974)		EM	VPX	Scottacus, Whirlwind, Bord, Editoy, Mjr	Scottacus, Whirlwind, Bord, Editoy, Mjr	1.02		FALSE	
Bounty Hunter (Gottlieb 1985)	VP8 to VPX Conversion	SS	VPX	Rascal, Destruk, Kristian, DesAngel, Inkochnito, LuvThatApex	Rascal, Destruk, Kristian, DesAngel, Inkochnito, LuvThatApex	1.1	bountyh	FALSE	
Bowling (alle neune) (NSM 1976)		EM	VPX	Stat, Hmueck, Bord	Stat, Hmueck, Bord	1.0		FALSE	
Bram Stoker's Dracula (Williams 1993)	Thal MOD	SS	VPX	Thalamus, ICPJuggla, , FP, Francisco666, Rom, Tom Tower, Zany, Ninuzzu, Bodydump, Ezepov, DJRobX, Rothbauerw, nFozzy, Dark, Fleep, Flupper, Kiwi, Schreibi34, JPSalas, Bord, Randr, Marco Specialities, Kds70, LOstSOul, Robertms, Vogliadicane	Thalamus, ICPJuggla, , FP, Francisco666, Rom, Tom Tower, Zany, Ninuzzu, Bodydump, Ezepov, DJRobX, Rothbauerw, nFozzy, Dark, Fleep, Flupper, Kiwi, Schreibi34, JPSalas, Bord, Randr, Marco Specialities, Kds70, LOstSOul, Robertms, Vogliadicane	1.1	drac_l1	FALSE	
Bram Stoker's Dracula (Williams 1993)	FSS (Full Single Screen) MOD	SS	VPX	Morttis, Thalamus, Arconovum, HauntFreaks	Morttis, Thalamus, Arconovum, HauntFreaks	1.1.mod - rev.1.0 [D&N][CC][FSS][DMD][10.6+]	drac_l1	FALSE	
Bram Stoker's Dracula (Williams 1993)	Bigus MOD	SS	VPX	Bigus1, ICPJuggla, Dozer, Francisco666, Rom, Thalamus, Arngrim, Strikekat	Bigus1, ICPJuggla, Dozer, Francisco666, Rom, Thalamus, Arngrim, Strikekat	1.3	drac_l1	FALSE	
Bram Stoker's Dracula (Williams 1993)	Future Pinball to Visual Pinball conversion	SS	VPX	ICPjuggla, Dozer	ICPjuggla, Dozer	1.1	drac_l1	FALSE	
Breakshot (Capcom 1996)		SS	VPX	Krobar74, 32assassin, Dozer	Krobar74, 32assassin, Dozer	Beta .9	bsv103	FALSE	
Breakshot (Capcom 1996)	FSS (Full Single Screen) MOD	SS	VPX	Morttis, Krobar74, Bigus1, Aconovum, Herweh	Morttis, Krobar74, Bigus1, Aconovum, Herweh	1.1 mod - rev.1.0 [D&N][CC][FSS][DMD][10.6+]	bsv103	FALSE	
Breakshot (Capcom 1996)	Bigus MOD	SS	VPX	Bigus1, Krobar74	Bigus1, Krobar74	2.0	bsv103	FALSE	
Bristol Hills (Gottlieb 1971)		EM	VPX	Loserman76, GNance, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	Loserman76, GNance, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	1.0b		FALSE	
Bronco (Gottlieb 1977)		EM	VPX	Loserman76, GNance	Loserman76, GNance	1.0		FALSE	
Bubba the Redneck Werewolf (Original 2017)		SS	VPX	HauntFreaks, BorgDog, Bord	HauntFreaks, BorgDog, Bord	1.0	bubba	FALSE	
Buccaneer (Gottlieb 1976)		EM	VPX	Daryl	Daryl	1.0		FALSE	
Buck Rogers (Gottlieb 1980)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, BorgDog, HauntFreaks, Xenonph	Arconovum, BorgDog, HauntFreaks, Xenonph	1.11a FSS Rev. R2.5	buckrgrs	FALSE	
Buck Rogers (Gottlieb 1980)		SS	VPX	BorgDog, HauntFreaks	BorgDog, HauntFreaks	1.21	buckrgrs	FALSE	
Buck Rogers (Gottlieb 1980)	Sound MOD	SS	VPX	Xenonph, BorgDog, HauntFreaks, Sindbad, Allknowing2012, Gtxjoe, DJRobX, Stat, nFozzy, Scottacus, Slydog43	Xenonph, BorgDog, HauntFreaks, Sindbad, Allknowing2012, Gtxjoe, DJRobX, Stat, nFozzy, Scottacus, Slydog43	1.11a	buckrgrs	FALSE	
Buckaroo (Gottlieb 1965)		EM	VPX	Loserman76, GNance, Arngrim, JPSalas, Pinuck, HauntFreaks, BorgDog	Loserman76, GNance, Arngrim, JPSalas, Pinuck, HauntFreaks, BorgDog	1.0b		FALSE	
Bugs Bunny's Birthday Ball (Bally 1991)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Wrd1972	Arconovum, Wrd1972	2.1 FSS Rev. R2.5	bbnny_l2	FALSE	
Bugs Bunny's Birthday Ball (Bally 1991)		SS	VPX	Wrd1972, Cyberpez, Rothbauerw, Nfozzy, Flupper, DJRobX, Bord, Bodydump	Wrd1972, Cyberpez, Rothbauerw, Nfozzy, Flupper, DJRobX, Bord, Bodydump	2.3a	bbnny_l2	FALSE	
Bumper (Bill Port 1977)		EM	VPX	JPSalas, Akiles50000, Loserman76, Kiwi	JPSalas, Akiles50000, Loserman76, Kiwi	1.0.0		FALSE	
Bumper Pool (Gottlieb 1969)		EM	VPX	Loserman76	Loserman76	1.0		FALSE	
Cabaret (Williams 1968)		EM	VPX	Drybonz, HauntFreaks, Kees, Loserman, BorgDog, Cryptdoctor	Drybonz, HauntFreaks, Kees, Loserman, BorgDog, Cryptdoctor	1.1		FALSE	
Cactus Canyon (Bally 1998)		SS	VPX	Ninuzzu, Tom Tower, Clark Kent	Ninuzzu, Tom Tower, Clark Kent	2.0	cc_13	FALSE	
Cactus Canyon Continued (Bally 1998)		SS	VPX	Ninuzzu, Tom Tower, Clark Kent	Ninuzzu, Tom Tower, Clark Kent	2.0	cc_13	FALSE	
Cactus Jack's (Gottlieb 1991)		SS	VPX	BorgDog, Bodydump, Dark, Bord, Rothbauerw	BorgDog, Bodydump, Dark, Bord, Rothbauerw	0.95	cactjack	FALSE	
Cactus Jack's (Gottlieb 1991)	VP8 to VPX Conversion	SS	VPX	Rascal, PacDude	Rascal, PacDude	1.1	cactjack	FALSE	
Caddie (Playmatic 1975)		EM	VPX	Loserman76, Akiles50000, JPSalas	Loserman76, Akiles50000, JPSalas	1.0		FALSE	
Canada Dry (Gottlieb 1976)		EM	VPX	Loserman76, Allknowing2012, GNance, JPSalas, Pinuck, HauntFreaks,BorgDog, Arngrim	Loserman76, Allknowing2012, GNance, JPSalas, Pinuck, HauntFreaks,BorgDog, Arngrim	1.0a		FALSE	
Canasta 86 (Inder 1986)		SS	VPX	JPSalas, Carlos Guizzo, Batansa, Adrian, Jose Manuel Lopez, Destruk, Maior, Lighthouse, Akiles50000	JPSalas, Carlos Guizzo, Batansa, Adrian, Jose Manuel Lopez, Destruk, Maior, Lighthouse, Akiles50000	1.0.4	canasta	FALSE	
Cannon Fodder (Original 2018)	Retheme of JPSalas's Papa Smurf (Original 2015)	SS	VPX	Ivantba, JPSalas, Xenonph, BorgDog	Ivantba, JPSalas, Xenonph, BorgDog	1.1		FALSE	
Capersville (Bally 1966)		EM	VPX	Scottacus, HauntFreaks, BorgDog, Loserman76, Arngrim, Xenonph, Thalamus	Scottacus, HauntFreaks, BorgDog, Loserman76, Arngrim, Xenonph, Thalamus	3.2.7		FALSE	
Capt. Card (Gottlieb 1974)	MOD	EM	VPX	Bord, Loserman76, Rothbauerw	Bord, Loserman76, Rothbauerw	1.0		FALSE	
Capt. Card (Gottlieb 1974)		EM	VPX	Loserman76, GNance, Chris Aguilar, Haunt Freaks, BorgDog, JPSalas, Pinuck, Arngrim	Loserman76, GNance, Chris Aguilar, Haunt Freaks, BorgDog, JPSalas, Pinuck, Arngrim	1.0		FALSE	
Capt. Fantastic and The Brown Dirt Cowboy (Bally 1976)	iDig rEMix Vol. 3 - Music MOD	EM	VPX	Dozer, iDigStuff	Dozer, iDigStuff	1.4		FALSE	
Capt. Fantastic and The Brown Dirt Cowboy (Bally 1976)		EM	VPX	Akiles50000, JPSalas, Loserman76, Kiwi	Akiles50000, JPSalas, Loserman76, Kiwi	1.2.2		FALSE	
Capt. Fantastic and The Brown Dirt Cowboy (Bally 1976)		EM	VPX	Dozer, Rosve, Stat, DJRobX	Dozer, Rosve, Stat, DJRobX	1.2		FALSE	
Car Hop (Gottlieb 1991)		SS	VPX	32assassin, Bodydump	32assassin, Bodydump	1.0	carhop	FALSE	
Car Hop (Gottlieb 1991)	FSS (Full Single Screen) MOD	SS	VPX	Morttis, 32assassin, Bodydump, Arconovum	Morttis, 32assassin, Bodydump, Arconovum	1.0 - rev. 1.0 [FSS]	carhop	FALSE	
Card Trix (Gottlieb 1970)		EM	VPX	Loserman76, GNance, HauntFreaks, BorgDog, JPSalas, Pinuck, Arngrim	Loserman76, GNance, HauntFreaks, BorgDog, JPSalas, Pinuck, Arngrim	1.0		FALSE	
Card Whiz (Gottlieb 1976)		EM	VPX	BorgDog	BorgDog	1.0		FALSE	
Carnival Queen (Bally 1958)		EM	VPX	Hsm	Hsm	1.0		FALSE	
CARtoons (Original 2017)		SS	VPX	HauntFreaks, BorgDog, SliderPoint	HauntFreaks, BorgDog, SliderPoint	2.3		FALSE	
CARtoons (Original 2017)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, HauntFreaks, BorgDog, SliderPoint	Arconovum, HauntFreaks, BorgDog, SliderPoint	1.0		FALSE	
Catacomb (Stern 1981)		SS	VPX	Hsm, 32assassin, Mfuegemann, Stat	Hsm, 32assassin, Mfuegemann, Stat	1.0	catacomb	FALSE	
Catacomb (Stern 1981)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, 32assassin	Arconovum, 32assassin	0.9 FSS Rev. R2.51	catacomb	FALSE	
Catacomb (Stern 1981)		SS	VPX	32assassin, Mfuegemann, Stat	32assassin, Mfuegemann, Stat	.91	catacomb	FALSE	
Cavalcade (Stoner 1935)		EM	VPX	Mfuegemann	Mfuegemann	1.0		FALSE	
Cavaleiro Negro (Taito do Brasil 1981)	Brazilian clone of Black Knight (Williams 1980)	SS	VPX	JPSalas, Destruk, Classic Playfields, Tio Italo, Kruge99, Pmax65	JPSalas, Destruk, Classic Playfields, Tio Italo, Kruge99, Pmax65	2.0.0	cavnegro	FALSE	
Caveman (Gottlieb 1982)		SS	VPX	DarthMarino, Rascal, Lovthatapex, Destruk, Wildman, Cyberpez	DarthMarino, Rascal, Lovthatapex, Destruk, Wildman, Cyberpez	1.1	caveman	FALSE	
Caveman (Gottlieb 1982)	VP9 to VPX Conversion	SS	VPX	Rascal, LuvThatApex, Destruk	Rascal, LuvThatApex, Destruk	1.1	caveman	FALSE	
Centaur (Bally 1981)		SS	VPX	Bord, BorgDog, HauntFreaks, Drybonz, 32assassin, Loafer	Bord, BorgDog, HauntFreaks, Drybonz, 32assassin, Loafer	1.0.1b	centaur	FALSE	
Centigrade 37 (Gottlieb 1977)	FSS (Full Single Screen) MOD	EM	VPX	Arconovum, Bord	Arconovum, Bord	1.0 FSS Rev. R.25		FALSE	
Centigrade 37 (Gottlieb 1977)		EM	VPX	Bord, BorgDog, Pinuck, SCottacus	Bord, BorgDog, Pinuck, SCottacus	3.0a		FALSE	
Champ (Bally 1974)		EM	VPX	Kees	Kees	1.00		FALSE	
Champions League - Libertadores narracao Brasileira (Original 2020)	Retheme of Champions League - Season 2018	SS	VPX	Valkimpro	Valkimpro	10.1		FALSE	
Champions League - Season 2017 (Original 2017)		SS	VPX	Tom Tower & Ninuzzu	Tom Tower & Ninuzzu	1.4		FALSE	
Champions League - Season 2018 (Original 2017)		SS	VPX	Tom Tower, Ninuzzu, JPSalas, Shoopity, Flupper, Knorr, UltraPeepi, Arngrim, VPDev Team	Tom Tower, Ninuzzu, JPSalas, Shoopity, Flupper, Knorr, UltraPeepi, Arngrim, VPDev Team	1.0		FALSE	
Champions League - Season 2018 - St. Pauli (Original 2018)	Full Retheme and PinUP MOD of Champions League - Season 2018 (Original 2017)	SS	VPX	BambiPlattfuss, Tom Tower, Ninuzzu, Nailbuster, HauntFreaks, Dids666, Jorg, BambiPlattfuss's wife and daughter	BambiPlattfuss, Tom Tower, Ninuzzu, Nailbuster, HauntFreaks, Dids666, Jorg, BambiPlattfuss's wife and daughter	1.0		FALSE	
Chance (Playmatic 1974)		EM	VPX	JPSalas, Akiles50000, Loserman76, Kiwi, Jose Navarro	JPSalas, Akiles50000, Loserman76, Kiwi, Jose Navarro	1.0.0		FALSE	
Chance (Playmatic 1978)		SS	VPX	JPSalas, Pedator, Destruk, Inkochnito	JPSalas, Pedator, Destruk, Inkochnito	1.0.1	chance	FALSE	
Chance (Playmatic 1978)		SS	VPX	JPSalas, Pedator, Destruk	JPSalas, Pedator, Destruk	1.0.0	chance	FALSE	
Charlie's Angels (Gottlieb 1978)	iDig Complete rEMix	SS	VPX	JPSalas, Carlos Guizzo, iDigStuff	JPSalas, Carlos Guizzo, iDigStuff	2.0	charlies	FALSE	
Charlie's Angels (Gottlieb 1978)		SS	VPX	JPSalas, Carlos Guizzo, Inkochnito, Arngrim	JPSalas, Carlos Guizzo, Inkochnito, Arngrim	1.0.2	charlies	FALSE	
Check Mate (Taito do Brasil 1977)		EM	VPX	JPSalas, Editoy, Carlos Guizzo, Tio Italo, Stat	JPSalas, Editoy, Carlos Guizzo, Tio Italo, Stat	2.0.0		FALSE	
Checkpoint (Data East 1991)		SS	VPX	Goldchicco, 32assassin, Bodydump, Requlem, Destruk, Batch, Francisco666, DJLunchBox, Franck Hollinger	Goldchicco, 32assassin, Bodydump, Requlem, Destruk, Batch, Francisco666, DJLunchBox, Franck Hollinger	1.3	ckpt_a17	FALSE	
