VPS 3.5 - List (VPX tables Only) -- Last updated: 0	You can download this sheet for Personal Usage and use the Checkboxes to see which table(s) you do (or don't) have and leave Comments or Notes for yourself.								
Table Name (Manufacturer Year)	Feature(s) Description(s), comment(s) or extra information	Type 	VP Version	Table Author(s)	Table Version	Table Date	Needed ROM Name	Checkbox 	Comments or Notes 
The Machine Bride of Pin-Bot (Williams 1991)		SS	VPX	Wrd1972, Unclewilly	Wrd1972, Unclewilly	1.1	bop_l8	FALSE	
The Magnificent Seven (Original 2020)	Retheme of JPSalas's Old Coney Island! (Game Plan 1979)	SS	VPX	Ivantba, JPSalas	Ivantba, JPSalas	1.0	coneyis	FALSE	
The Mandalorian (Original 2020)	Graphics MOD of Cybernaut (Bally 1985)	SS	VPX	Addestratore	Addestratore	1.02		FALSE	
The Mask (Original 2019)	Retheme of Mfugemann's Lortium (Juegos Populares 1987)		VPX	Ivantba, Mfuegemann	Ivantba, Mfuegemann	1.0	lortium	FALSE	
The Moon Walking Dead (Original 2017)	Reskin of Dozer's The Walking Dead (Limited Edition) (Stern 2014)	SS	VPX	Diemonik, Dozer	Diemonik, Dozer	1.1	twd_156	FALSE	
The Munsters (Original 2020)	Inspired by The Munsters (Pro) (Stern 2019)		VPX	Daryl, Allknowing2012, NailBuster, Jamie, Arngrum, Mr H., Mussinger	Daryl, Allknowing2012, NailBuster, Jamie, Arngrum, Mr H., Mussinger	1.05DOF		FALSE	
The Nightmare Before Christmas (Original 2019)	Retheme of Sexy Girl (Arkon 1980)	SS	VPX	Stevegooner123, Xenonph, Wildman, Lizard	Stevegooner123, Xenonph, Wildman, Lizard	1.0	playboy	FALSE	
The Party Zone (Bally 1991)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, 32assassin, JPSalas, 32assassin, Draifet	Arconovum, 32assassin, JPSalas, 32assassin, Draifet	1.0.4 FSS Rev. R2.5	pz_f4	FALSE	
The Party Zone (Bally 1991)		SS	VPX	JPSalas, Fuzzel, Francisco666, HauntFreaks, Kiwi, Stephanas, 32assassin, Draifet	JPSalas, Fuzzel, Francisco666, HauntFreaks, Kiwi, Stephanas, 32assassin, Draifet	1.0.5	pz_f4	FALSE	
The Rolling Stones (Limited Edition) (Stern 2011)		SS	VPX	Dozer, 85Vett	Dozer, 85Vett	1.5		FALSE	
The Rolling Stones (Limited Edition) (Stern 2011)	FSS (Full Single Screen) MOD	SS	VPX	Morttis, Dozer, Arconovum	Morttis, Dozer, Arconovum	1.5 final - rev. 1.0 [FSS]		FALSE	
The Shadow (Bally 1994)	Skitso Detail MOD	SS	VPX	Skitso, Alessio, Markrock76, Bord, Thalamus, Arngrim	Skitso, Alessio, Markrock76, Bord, Thalamus, Arngrim	1.52	ts_lx5	FALSE	
The Shadow (Bally 1994)	FSS (Full Single Screen) MOD	SS	VPX	Morttis, Skitso, Alessio, Arconovum, Htamas, Chriz99	Morttis, Skitso, Alessio, Arconovum, Htamas, Chriz99	1.52.mod - rev.1.0 [D&N][CC][FSS][DMD][10.6+]	ts_lx5	FALSE	
The Simpsons (Data East 1990)	Bigus MOD	SS	VPX	Bigus1, 32assassin	Bigus1, 32assassin	2.0	simp_a27	FALSE	
The Simpsons (Data East 1990)		SS	VPX	32assassin, Javier, Francisco666, Dark, Bord	32assassin, Javier, Francisco666, Dark, Bord	0.91	simp_a27	FALSE	
The Simpsons Pinball Party (Stern 2003)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, 32assassin	Arconovum, 32assassin	0.8.0 FSS Rev. R2.5	simpprty	FALSE	
The Simpsons Pinball Party (Stern 2003)	Bigus MOD	SS	VPX	Bigus1, 32assassin, Coindropper, Dark, Watacaractr, HauntFreaks, Neofr45	Bigus1, 32assassin, Coindropper, Dark, Watacaractr, HauntFreaks, Neofr45	1.0	simpprty	FALSE	
The Simpsons Pinball Party (Stern 2003)		SS	VPX	32assassin, Coindropper, Dark, EBisLit	32assassin, Coindropper, Dark, EBisLit	1.0.1	simpprty	FALSE	
The Six Million Dollar Man (Bally 1978)		SS	VPX	Bigus1, 32assassing, Allknowing2012, Hauntfreaks, Arngrim	Bigus1, 32assassing, Allknowing2012, Hauntfreaks, Arngrim	2.2	smman	FALSE	
The Six Million Dollar Man (Bally 1978)		SS	VPX	Allknowing2012	Allknowing2012	2.0	smman	FALSE	
The Six Million Dollar Man (Bally 1978)	Sound Mod	SS	VPX	Xenonph, Allknowing2012, 32assssin, HauntFreaks, Arngrim, Gtxjoe, Slydog43	Xenonph, Allknowing2012, 32assssin, HauntFreaks, Arngrim, Gtxjoe, Slydog43	2.1	smman	FALSE	
The Snowman (Original 2019)	Retheme of Sexy Girl (Arkon 1980)	SS	VPX	Stevegooner123, Xenonph, Wildman, Lizard	Stevegooner123, Xenonph, Wildman, Lizard	1.0	playboy	FALSE	
The Sopranos (Stern 2005)		SS	VPX	32assassin, Freneticamnesic	32assassin, Freneticamnesic	1.0.1	sopranos	FALSE	
The Sopranos (Stern 2005)	FSS (Full Single Screen) MOD	SS	VPX	Morttis,32assassin, Arconovum	Morttis,32assassin, Arconovum	1.0.1 - Rev.1 [FSS]	sopranos	FALSE	
The Sopranos (Stern 2005)		SS	VPX	Freneticamnesic	Freneticamnesic	1.0	sopranos	FALSE	
The Sword of Fury (Original 2019)	Black Knight Sword of Rage inspired	SS	VPX	Fastdraw, Granit, Gtxjoe, Kiwi	Fastdraw, Granit, Gtxjoe, Kiwi	1.0.1		FALSE	
The Table With The Least Comprehensible Theme Ever (Original 2018)		SS	VPX	Wizball, JPSalas	Wizball, JPSalas	1.1h		FALSE	
The Walking Dead (Limited Edition) (Stern 2014)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, ICPjuggla, Fren, Dozer, Flupper, Dark, Ninuzzu	Arconovum, ICPjuggla, Fren, Dozer, Flupper, Dark, Ninuzzu	1.5 FSS Rev. R2.51	twd_160h	FALSE	
The Walking Dead (Limited Edition) (Stern 2014)		SS	VPX	Dozer, ICPjuggla, Fren, Dozer, Flupper, Dark, Ninuzzu	Dozer, ICPjuggla, Fren, Dozer, Flupper, Dark, Ninuzzu	1.5	twd_160h	FALSE	
The Walking Dead (Limited Edition) (Stern 2014)	EB MOD (Graphical MOD)	SS	VPX	EBisLit, Dozer, ICPjuggla, Freneticamnesic, Gtxjoe, Randr, Flupper, Dark, Zany, Northvibe, Uriell, Paulo, Pinbill	EBisLit, Dozer, ICPjuggla, Freneticamnesic, Gtxjoe, Randr, Flupper, Dark, Zany, Northvibe, Uriell, Paulo, Pinbill	1.0	twd_160h	FALSE	
The Walking Dead (Limited Edition) (Stern 2014)	Hanibal's 4k Blood MOD	SS	VPX	Hanibal, Dozer, ICPjuggla, Fren, Flipper, Dark, Ninuzzu	Hanibal, Dozer, ICPjuggla, Fren, Flipper, Dark, Ninuzzu	1.2	twd_160h	FALSE	
The Walking Dead (Limited Edition) (Stern 2014)	Bigus MOD	SS	VPX	Bigus1, Hanibal, Dozer	Bigus1, Hanibal, Dozer	1.0	twd_160h	FALSE	
The Walking Dead (Limited Edition) (Stern 2014)	Real MOD	SS	VPX	Neofr45, ICPjuggla, Fren, Dozer, Flipper, Dark, Ninuzzu, Hanibal	Neofr45, ICPjuggla, Fren, Dozer, Flipper, Dark, Ninuzzu, Hanibal	1.0.5	twd_160h	FALSE	
The Walking Dead (Limited Edition) (Stern 2014)	TWD MOD	SS	VPX	Siggi, Dozer	Siggi, Dozer	1.0	twd_160h	FALSE	
The Walking Dead (Pro) (Stern 2014)		SS	VPX	Gronimod	Gronimod	1.0	twd_160	FALSE	
The Who's Tommy Pinball Wizard (Data East 1994)		SS	VPX	Ninuzzu	Ninuzzu	1.1		FALSE	
The Wiggler (Bally 1967)		EM	VPX	Scottacus, nFozzy, Bord, Kds70, JR, Whirlwind	Scottacus, nFozzy, Bord, Kds70, JR, Whirlwind	1.0		FALSE	
The Witcher (Original 2020)	MOD of 32assasin's Cosmic Gunfight (Williams 1982)	SS	VPX	Siggi, 32assassin	Siggi, 32assassin	1.0	csmic_l1	FALSE	
The X Files (Sega 1997)	Hanibal 4k LED Edition	SS	VPX	Hanibal, JPSalas, SliderPoint	Hanibal, JPSalas, SliderPoint	1.8	xfiles	FALSE	
The X Files (Sega 1997)	FSS (Full Single Screen) MOD	SS	VPX	Morttis, SliderPoint, Arconovum	Morttis, SliderPoint, Arconovum	1.1 - rev. 1.0 [FSS]	xfiles	FALSE	
Theatre of Magic (Bally 1995)		SS	VPX	Fleep, Rothbauerw, 3rdaxis, Skitso, CalleV, Ninuzzu, Tom Tower, Bord, G5k, Flupper, Nickbuol, Nicolas Mazaleyrat, Jon Osborne, Arngrim	Fleep, Rothbauerw, 3rdaxis, Skitso, CalleV, Ninuzzu, Tom Tower, Bord, G5k, Flupper, Nickbuol, Nicolas Mazaleyrat, Jon Osborne, Arngrim	2.4	tom_14hb	FALSE	
Theatre of Magic (Bally 1995)		SS	VPX	Ninuzzu, Tom Tower	Ninuzzu, Tom Tower	1.1	tom_14hb	FALSE	
Theatre of Magic (Bally 1995)	Hat MOD	SS	VPX	Ninuzzu, Tom Tower	Ninuzzu, Tom Tower	1.0	tom_14hb	FALSE	
Three Angels (Original 2018)	FP to VP conversion	SS	VPX	Randr, Blindmankind Games	Randr, Blindmankind Games	Beta 0.96a		FALSE	
Tiger (Gottlieb 1975)		EM	VPX	Loserman76, GNance	Loserman76, GNance	1.0		FALSE	
Tiger King (Original 2020)	MOD of IDigStuff's Rolling Stones (Bally 1980)	SS	VPX	Jicarlin, iDigStuff, JPSalas	Jicarlin, iDigStuff, JPSalas	1.3	rollstob	FALSE	
Time Fantasy (Williams 1983)		SS	VPX	32assassin, Mfuegemann	32assassin, Mfuegemann	1.1	tmfnt_l5	FALSE	
Time Fantasy (Williams 1983)	MOD	SS	VPX	Ganjafarmer, Mfuegemann, Zany, Flupper	Ganjafarmer, Mfuegemann, Zany, Flupper	1.01	tmfnt_l5	FALSE	
Time Line (Gottlieb 1980)		SS	VPX	BorgDog, Bord, Scottacus, Thalamus, Arngrim, Mike da Spike	BorgDog, Bord, Scottacus, Thalamus, Arngrim, Mike da Spike	1.03	timeline	FALSE	
Time Machine (Data East 1988)		SS	VPX	JPJ, JPSalas, HauntFreaks, DJRobX, Arngrim, Chucky, Neofr45, Ninuzzu, nFozzy, Flupper	JPJ, JPSalas, HauntFreaks, DJRobX, Arngrim, Chucky, Neofr45, Ninuzzu, nFozzy, Flupper	1.2	tmac_a24	FALSE	
Time Tunnel (Bally 1971)		EM	VPX	GrayGhost, JPSalas, Scottacus, Loserman, Mustang1961	GrayGhost, JPSalas, Scottacus, Loserman, Mustang1961	1.3		FALSE	
Time Tunnel (Bally 1971)		EM	VPX	Bord, Rothbauerw, Loserman76	Bord, Rothbauerw, Loserman76	1.0.1		FALSE	
Time Warp (Williams 1979)		SS	VPX	Bord, Gilrock, Rothbauerw, Wed21, Schreibi34	Bord, Gilrock, Rothbauerw, Wed21, Schreibi34	1.0	tmwrp_l2	FALSE	
Titan (Taito do Brasil 1982)		SS	VPX	JPSalas, Carlos Guizzo, Tio Italo, Pmax65	JPSalas, Carlos Guizzo, Tio Italo, Pmax65	2.0.0	titan	FALSE	
Title Fight (Gottlieb 1990)		SS	VPX	Bodydump and others	Bodydump and others	Beta 1	tfight	FALSE	
Tom & Jerry (Original 2018)		SS	VPX	Watacaractr, Arngrim, Rothbauerw	Watacaractr, Arngrim, Rothbauerw	1.2	tomjerry	FALSE	
Tombraider - A Survival is Born (Original 2019)	Retheme of 32assassin's & Mfuegemann's Devil's Dare (Gottlieb 1982)		VPX	Ivantba, 32assassin, Mfuegemann	Ivantba, 32assassin, Mfuegemann	1.0	dvlsdre	FALSE	
Top Card (Gottlieb 1974)		EM	VPX	Loserman76, HauntFreaks, BorgDog, GNance, JPSalas, Pinuck, Arngrim, Chris Aguilar	Loserman76, HauntFreaks, BorgDog, GNance, JPSalas, Pinuck, Arngrim, Chris Aguilar	1.0		FALSE	
Top Dawg (Williams 1988)	Arcade - Bowler	SS	VPX	Rascal	Rascal	1.0	tdawg_l1	FALSE	
Top Gun (Original 2019)	MOD of JP's Space Shuttle (Taito do Brasil 1984)	SS	VPX	Zimbakin, JPSalas	Zimbakin, JPSalas	1.0b	sshuttle	FALSE	
Top Hand (Gottlieb 1973)		EM	VPX	Loserman76, GNance	Loserman76, GNance	1.0		FALSE	
Top Score (Gottlieb 1975)		EM	VPX	Loserman76, Conram29, Francisco666, GNance, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	Loserman76, Conram29, Francisco666, GNance, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	1.0		FALSE	
Torch (Gottlieb 1980)		SS	VPX	BorgDog	BorgDog	1.01	torch	FALSE	
Torpedo Alley (Data East 1988)	Bigus MOD	SS	VPX	Bigus1, Dozer, Tab, DboyRecords	Bigus1, Dozer, Tab, DboyRecords	2.0	torp_e21	FALSE	
Torpedo Alley (Data East 1988)		SS	VPX	Dozer, Tab, DboyRecords	Dozer, Tab, DboyRecords	1.0	torp_e21	FALSE	
Torpedo Alley (Data East 1988)	MOD	SS	VPX	JPJ, Team PP, Dozer, Thalamus, Arngrim, Rothbauerw, Aetios, Petri Renbro, Neofr45, Chucky, JPSalas	JPJ, Team PP, Dozer, Thalamus, Arngrim, Rothbauerw, Aetios, Petri Renbro, Neofr45, Chucky, JPSalas	2.2	torp_e21	FALSE	
Torpedo Alley (Data East 1988)	FSS (Full Single Screen) MOD	SS	VPX	Morttis, Jipeji16, Arconovum	Morttis, Jipeji16, Arconovum	2.0 - Rev. 1.0 [FSS]	torp_e21	FALSE	
Total Nuclear Annihilation (Spooky Pinball 2017)		SS	VPX	Gtxjoe	Gtxjoe	1.4		FALSE	
Total Nuclear Annihilation - Welcome to the Future Edition (Spooky Pinball 2017)	Welcome to the Future Edition	SS	VPX	TerryRed, Gtxjoe, Pinballfan2018, Trochjochel, Joey B, Hirez00, NailBuster	TerryRed, Gtxjoe, Pinballfan2018, Trochjochel, Joey B, Hirez00, NailBuster	1.5		FALSE	
Totem (Gottlieb 1979)	MOD	SS	VPX	Tom, 32assassin, BorgDog, Arngrim. Thalamus,  Wildman	Tom, 32assassin, BorgDog, Arngrim. Thalamus,  Wildman	1.3	totem	FALSE	
Totem (Gottlieb 1979)		SS	VPX	32assassin	32assassin	1.0	totem	FALSE	
Touchdown (Williams 1967)		EM	VPX	Loserman76, GNance, Jon Osborne	Loserman76, GNance, Jon Osborne	1.0a		FALSE	
Toxic Tattoo (Original 2020)	MOD of 32assassins's Mystic (Bally 1980)	SS	VPX	Davor Lipovac, 32assassin, HiRez00	Davor Lipovac, 32assassin, HiRez00	1.0	mysticb	FALSE	
Trade Winds (Williams 1962)		EM	VPX	Wrd1972, Cyberpez, BorgDog	Wrd1972, Cyberpez, BorgDog	2.0 Beta		FALSE	
Trailer (Playmatic 1985)		SS	VPX	Goldchicco, Mrcmrc, Arngrim, 32assassin	Goldchicco, Mrcmrc, Arngrim, 32assassin	1.1	trailer	FALSE	
Tramway (Williams 1973)		EM	VPX	Alois	Alois	1.2		FALSE	
Transformers (Pro) (Stern 2011)	Detail MOD based on JP's Transformers (Stern 2011)	SS	VPX	HauntFreaks, Draifet, Bord, JPSalas	HauntFreaks, Draifet, Bord, JPSalas	1.1	tf_180	FALSE	
Transformers G1 (Original 2018)	Retheme of Shovel Knight (Original 2017)	SS	VPX	Ivantba, Wizball	Ivantba, Wizball	1.7		FALSE	
Transformers The Movie 1986 (Original 2019)	Retheme of 32assassin's & Bigus's Defender (Williams 1982)	SS	VPX	Ivantba, 32assassin, Bigus	Ivantba, 32assassin, Bigus	1.0	dfndr_l4	FALSE	
Transporter the Rescue (Bally 1989)		SS	VPX	SliderPoint, Thalamus	SliderPoint, Thalamus	WIP 0.6	tsptr_l3	FALSE	
Tri Zone (Williams 1979)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Kiwi	Arconovum, Kiwi	1.0.0 FSS Rev. R2.5	trizn_l1	FALSE	
Tri Zone (Williams 1979)		SS	VPX	Kiwi, JPSalas, New, Arngrim, Cyberpez, Gtxjoe, Hanzoverfist	Kiwi, JPSalas, New, Arngrim, Cyberpez, Gtxjoe, Hanzoverfist	1.1.0	trizn_l1	FALSE	
Trident (Stern 1979)		SS	VPX	32assassin	32assassin	.9.0.1	trident	FALSE	
Triple Strike (Williams 1975)		EM	VPX	Ckpin, Rawd	Ckpin, Rawd	4.1.4		FALSE	
TRON Classic (Original 2018)	Graphics and Sound MOD of Panthera (Gottlieb 1980)	SS	VPX	Xenonph, HiRez00, JPSalas, HauntFreaks, Flupper, Thalamus, Alkknowing2012, GtxJoe, DJRobX, Stat, nFozzy, BorgDog	Xenonph, HiRez00, JPSalas, HauntFreaks, Flupper, Thalamus, Alkknowing2012, GtxJoe, DJRobX, Stat, nFozzy, BorgDog	1.02	panther7	FALSE	
TRON Legacy (Limited Edition), Disney (Stern 2011)		SS	VPX	ICPjuggla	ICPjuggla	1.3f	trn_174h	FALSE	
TRON Legacy (Limited Edition), Disney (Stern 2011)	Hanibals 4k Edition	SS	VPX	Hanibal2001, Freneticamnesic, Rom, Glxb, Slamtilt	Hanibal2001, Freneticamnesic, Rom, Glxb, Slamtilt	1.0	trn_174h	FALSE	
TRON Legacy (Limited Edition), Disney (Stern 2011)	Hanibals 4k Edition - Draifet MOD	SS	VPX	Hanibal2001, Freneticamnesic, Rom, Glxb, Slamtilt, Draifet, HauntFreaks	Hanibal2001, Freneticamnesic, Rom, Glxb, Slamtilt, Draifet, HauntFreaks	1.0	trn_174h	FALSE	
TRON Legacy (Limited Edition), Disney (Stern 2011)	Light MOD, NPC (No PUP Code) standalone, but works with PUP Packs	SS	VPX	TerryRed, ICPJuggla, Freneticamnesic, Dozer, RustyCardores, DJRobX, HauntFreaks	TerryRed, ICPJuggla, Freneticamnesic, Dozer, RustyCardores, DJRobX, HauntFreaks	1.6	trn_174h	FALSE	
TRON Legacy (Limited Edition), Disney (Stern 2011)	PUP Edition - Only use included PuP files!	SS	VPX	TerryRed, NailBuster, ICPJuggla, Freneticamnesic, Rom, GLXB, SLAMT1LT, RustyCardores, DJRobX, HauntFreaks	TerryRed, NailBuster, ICPJuggla, Freneticamnesic, Rom, GLXB, SLAMT1LT, RustyCardores, DJRobX, HauntFreaks	1.1	trn_174h	FALSE	
TRON Legacy (Limited Edition), Disney (Stern 2011)	G5k Version	SS	VPX	G5k, DJRobX, Rusty, Tom Tower, HauntFreaks	G5k, DJRobX, Rusty, Tom Tower, HauntFreaks	2.2	trn_174h	FALSE	
TRON Legacy (Limited Edition), Disney - [VR] (Stern 2011)	VR Version, VPVR, Minimal VR Room	SS	VPX	Sixtoe, G5k, DJRobX	Sixtoe, G5k, DJRobX	1.0	trn_174h	FALSE	
Truck Stop (Bally 1988)		SS	VPX	AgentEighty6, Sindbad, Flupper, nFozzy, BrandonLaw, Bigus1	AgentEighty6, Sindbad, Flupper, nFozzy, BrandonLaw, Bigus1	1.1.0	trucksp3	FALSE	
Truck Stop (Bally 1988)	FSS (Full Single Screen) MOD	SS	VPX	Morttis, AgentEighty6, Arconovum	Morttis, AgentEighty6, Arconovum	1.1.0 - rev.1.0 [FSS]	trucksp3	FALSE	
Turrican (Original 2018)	Retheme of The Flash LE (Original 2018)	SS	VPX	Ivantba, JPSalas, Onevox, Xenonph, DJRobX	Ivantba, JPSalas, Onevox, Xenonph, DJRobX	1.4		FALSE	
Twilight Zone (Bally 1993)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Ninuzzu	Arconovum, Ninuzzu	2.1 FSS Rev. R2.51	tz_94ch or tz_94h	FALSE	
Twilight Zone (Bally 1993)	Skitso Detail MOD	SS	VPX	Skitso, Ninuzzu, Coindropper, nFozzy, JPSalas, Tom Tower, HauntFreaks, Flupper, Zany, Thalamus, nFozzy	Skitso, Ninuzzu, Coindropper, nFozzy, JPSalas, Tom Tower, HauntFreaks, Flupper, Zany, Thalamus, nFozzy	2.05	tz_94ch or tz_94h	FALSE	
Twilight Zone (Bally 1993)		SS	VPX	Ninuzzu, Coindropper, Nfozzy, JPSalas, Clark Kent, Flupper, Tom Tower, HauntFreaks, Zany, Rom, Knorr, Pacdude	Ninuzzu, Coindropper, Nfozzy, JPSalas, Clark Kent, Flupper, Tom Tower, HauntFreaks, Zany, Rom, Knorr, Pacdude	2.1	tz_94ch or tz_94h	FALSE	
Twilight Zone - BW (Bally 1993)	FSS (Full Single Screen) MOD, BW (Black and White) Edition	SS	VPX	Morttis, Ninuzzu, HauntFreaks, Daifet, Tute_Primus, Arconovum	Morttis, Ninuzzu, HauntFreaks, Daifet, Tute_Primus, Arconovum	2.1 - rev.1.0 [FSS	tz_94ch or tz_94h	FALSE	
Twilight Zone - BW (Bally 1993)	BW (Black and White) Edition	SS	VPX	HauntFreaks, Ninuzzu, Tom Tower, Znogen, Mr. J	HauntFreaks, Ninuzzu, Tom Tower, Znogen, Mr. J	2.1	tz_94ch or tz_94h	FALSE	
Twister (Sega 1996)		SS	VPX	DJRobX, Francisco666, 32assassin, nFozzy, Rothbauerw, Flupper	DJRobX, Francisco666, 32assassin, nFozzy, Rothbauerw, Flupper	1.1	twst_405	FALSE	
Twister (Sega 1996)	Future Pinball to Visual Pinball conversion	SS	VPX	Francisco666, 32assassin, Arngrim, Xio, TheWool, JimmyFingers, Zany	Francisco666, 32assassin, Arngrim, Xio, TheWool, JimmyFingers, Zany	1.0	twst_405	FALSE	
TX-Sector (Gottlieb 1988)	Bigus MOD	SS	VPX	Bigus1, Balater	Bigus1, Balater	1.2	txsector	FALSE	
TX-Sector (Gottlieb 1988)	Dozer MOD	SS	VPX	Roccodimarco, Balater, Thalamus, Dozer, Destruk	Roccodimarco, Balater, Thalamus, Dozer, Destruk	1.1	txsector	FALSE	
TX-Sector (Gottlieb 1988)	FSS (Full Single Screen) MOD	SS	VPX	Morttis, Balater, Arconovum	Morttis, Balater, Arconovum	1.31 - Rev. 1 [FSS]	txsector	FALSE	
TX-Sector (Gottlieb 1988)		SS	VPX	Balater, Mike Da Spike, 32assassin, 3rdaxis, Thalamus	Balater, Mike Da Spike, 32assassin, 3rdaxis, Thalamus	1.31	txsector	FALSE	
TX-Sector (Gottlieb 1988)		SS	VPX	Dozer, Destruk	Dozer, Destruk	1.0	txsector	FALSE	
U-Foes (Original 2019)		EM	VPX	Rosve, The Loafer, Thalamus	Rosve, The Loafer, Thalamus	2.0		FALSE	
V.1 (IDSA 1986)		SS	VPX	Goldchicco, 32assassin, Mfuegemann	Goldchicco, 32assassin, Mfuegemann	1.0	v1	FALSE	
Van Halen Pinball (Original 2020)		SS	VPX	Goldchico, Eyesofblue, JPSalas, Doohie, Destruk	Goldchico, Eyesofblue, JPSalas, Doohie, Destruk	1.0		FALSE	
Vasco da Gama (Original 2020)	Retheme of JPSalas's Straight Flush (Williams 1970)	EM	VPX	Carloscaju66	Carloscaju66	1.0		FALSE	
Vector (Bally 1982)		SS	VPX	32assassin, Sindbad	32assassin, Sindbad	1.1	vector	FALSE	
Vector (Bally 1982)		SS	VPX	Schreibi34, Sindbad, Randr, Arngrim, TheLoafer, JPSalas, Ninuzzu, Wed21, HauntFreaks, DJRobX	Schreibi34, Sindbad, Randr, Arngrim, TheLoafer, JPSalas, Ninuzzu, Wed21, HauntFreaks, DJRobX	1.2	vector	FALSE	
Vegas (Taito do Brasil 1978)		SS	VPX	JPSalas, Carlos Guizzo, Tio Italo, AKiles5000, Allknowing2012, Markrock76, Pmax65	JPSalas, Carlos Guizzo, Tio Italo, AKiles5000, Allknowing2012, Markrock76, Pmax65	2.0.0	vegast	FALSE	
Verne's World (Spinball S.A.L. 1996)		SS	VPX	Freneticamnesic	Freneticamnesic	082516a	vrnwrld	FALSE	
Victory (Gottlieb 1987)		SS	VPX	Sindbad, Schreibi34, Wed21, Flupper, The Loafer, JPSalas, Zany, Noah, HauntFreaks, Ninuzzu	Sindbad, Schreibi34, Wed21, Flupper, The Loafer, JPSalas, Zany, Noah, HauntFreaks, Ninuzzu	2.0.1	victory	FALSE	
Viking (Bally 1980)		SS	VPX	Bord, Arngrim, Rothbauerw	Bord, Arngrim, Rothbauerw	3.0	vikingb	FALSE	
Viking King (LTD 1979)		SS	VPX	Mfuegemann, Carlos Guizzo, Joao Pedras, Gaston	Mfuegemann, Carlos Guizzo, Joao Pedras, Gaston	1.0	vikngkng	FALSE	
Viper (Stern 1981)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, JPSalas, Bord	Arconovum, JPSalas, Bord	1.0.0 FSS Rev. R2.51	viper	FALSE	
Viper (Stern 1981)		SS	VPX	JPSalas, Akiles50000, StrangeLeo72	JPSalas, Akiles50000, StrangeLeo72	1.1.1	viper	FALSE	
Visual Pinball 10.4 Nudge Test and Calibration Table (Original 2017)		SS	VPX	DJRobX	DJRobX	1.0		FALSE	
Volcano (Gottlieb 1981)	Bigus MOD	SS	VPX	Bigus1, Allknowing2012, PataTrox, LuvThatApex, Destruk, HauntFreaks, Mike da Spike	Bigus1, Allknowing2012, PataTrox, LuvThatApex, Destruk, HauntFreaks, Mike da Spike	2.0	vlcno_ax	FALSE	
Volcano (Gottlieb 1981)		SS	VPX	Allknowing2012, 32assassin, Hauntfreaks, Arngrim	Allknowing2012, 32assassin, Hauntfreaks, Arngrim	1.04	vlcno_ax	FALSE	
Volley (Taito do Brasil 1981)		SS	VPX	JPSalas, Akiles50000, Gerson Cordeiro, Carlos Guizzo, Stat, Editoy	JPSalas, Akiles50000, Gerson Cordeiro, Carlos Guizzo, Stat, Editoy	2.0.0	voleybal	FALSE	
Volley (Gottlieb 1976)		EM	VPX	Loserman76, Bodydump, Popotte, GNance, Arngrim, JPSalas, Pinuck, HauntFreaks, BorgDog	Loserman76, Bodydump, Popotte, GNance, Arngrim, JPSalas, Pinuck, HauntFreaks, BorgDog	1.0a		FALSE	
Voltan Escapes Cosmic Doom (Bally 1979)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Scotty VH, Bord	Arconovum, Scotty VH, Bord	2.0 FSS Rev. R2.5	voltan	FALSE	
Voltan Escapes Cosmic Doom (Bally 1979)		SS	VPX	Scotty VH, Arconovum, Bord	Scotty VH, Arconovum, Bord	2.03	voltan	FALSE	
Vortex (Taito do Brasil 1983)		SS	VPX	JPSalas, Carlos Guizzo, Tio Italo, Pmax65	JPSalas, Carlos Guizzo, Tio Italo, Pmax65	2.0.0	vortex	FALSE	
VPX Foosball 2019 (Original 2019)		EM	VPX	Rascal	Rascal	1.0		FALSE	
Vulcan (Gottlieb 1977)		EM	VPX	BorgDog, HauntFreaks, SliderPoint, Hmueck	BorgDog, HauntFreaks, SliderPoint, Hmueck	1.1		FALSE	
Wade Wilson (Original 2019)	Deadpool inspired	SS	VPX	Fastdraw	Fastdraw	1.0.0		FALSE	
Walkyria (Joctronic 1986)		SS	VPX	Mfuegemann, Grusom	Mfuegemann, Grusom	1.0	walkyria	FALSE	
Warlok (Williams 1982)		SS	VPX	JPSalas	JPSalas	1.0.0	wrlok_l3	FALSE	
Watchmen (Original 2019)		SS	VPX	Wizball, Scottywic, Vogliadicane	Wizball, Scottywic, Vogliadicane	1.0.0		FALSE	
Waterworld (Gottlieb 1995)		SS	VPX	Goldchicco, 32assassin, Mfuegemann, Arrestis, Arngrim	Goldchicco, 32assassin, Mfuegemann, Arrestis, Arngrim	1.1	waterwld	FALSE	
Wayne's World (Original 2020)	Table MOD of Radical and Skate and Destroy	SS	VPX	K8951, JPSalas, Kenji, Monte Ton Cab	K8951, JPSalas, Kenji, Monte Ton Cab	1.1	radcl_l1	FALSE	
